filename,x1,y1,x2,y2,x3,y3,x4,y4
1093.jpg,1748,14,3879,1986,2694,3359,534,1336
1094.jpg,968,1040,3453,708,3691,2153,1365,2752
1095.jpg,447,505,3352,657,3879,2355,657,3186
1096.jpg,1430,874,2861,361,3590,2514,2319,3070
1097.jpg,1502,621,3504,1676,2796,2926,736,1842
1098.jpg,390,1524,3121,621,3822,2210,953,3417
1099.jpg,1481,1719,3655,1257,3793,2557,910,2861
11.jpg,862,800,2781,731,2331,1506,862,800
110.jpg,787,775,2643,512,2862,1743,787,1793
1101.jpg,1625,245,3561,1921,2449,3085,2449,3085
1102.jpg,1286,968,3952,1654,3359,3041,997,2637
1104.jpg,1950,1842,3648,736,3952,2550,1777,3186
1105.jpg,1813,332,1813,332,3590,2275,2333,3316
1106.jpg,2138,245,3735,1379,1957,3272,1957,3272
1107.jpg,1546,1336,3540,534,3847,2099,1401,2601
1108.jpg,1437,563,3735,1199,3056,3099,1199,1972
1109.jpg,823,1697,3431,679,4284,2348,1098,3446
1110.jpg,1199,498,2926,216,3460,3063,1524,3388
1111.jpg,1199,809,2759,216,3735,2767,2116,3323
1113.jpg,1488,773,3020,419,3822,2911,2109,3395
1114.jpg,2116,1271,3995,621,3648,3186,1806,2629
1115.jpg,1300,1264,3988,390,4544,2644,1141,2969
1117.jpg,1538,216,4111,1343,3395,2788,881,1762
112.jpg,1568,112,2531,300,2125,1793,1087,1581
1120.jpg,1314,1401,3800,158,4544,2586,1603,3027
1122.jpg,447,2008,3359,1654,3359,1654,1394,3359
1123.jpg,1278,1025,3764,1567,3923,3207,447,2348
1124.jpg,1054,1430,3417,2268,3417,2268,2239,3070
1125.jpg,1842,1466,4024,621,3460,3417,1228,2918
1127.jpg,2694,476,4226,1690,3258,3157,3258,3157
1128.jpg,1307,158,2868,801,2030,3005,505,3113
1129.jpg,650,1170,4139,2109,4139,2109,2478,3460
113.jpg,1356,362,2956,481,2893,1506,1162,1318
1130.jpg,1567,1589,3908,563,4573,2153,1257,3041
1131.jpg,1343,679,2817,43,4082,2470,2362,3272
1132.jpg,1892,1083,3952,621,3670,2983,1632,2420
1133.jpg,910,1329,3785,1286,3800,3048,1054,3186
1134.jpg,1408,1871,3410,1112,3908,2449,1257,3186
1136.jpg,1755,1004,3056,939,3424,3092,1459,3157
1138.jpg,708,476,3952,888,4053,2752,708,3012
1139.jpg,765,498,3446,657,3793,2210,1141,2983
114.jpg,1562,312,2418,87,2906,1443,1893,1731
1140.jpg,390,1481,3258,0,4342,1567,1343,3374
1141.jpg,1372,1510,3626,1257,4053,2369,881,2666
1144.jpg,1575,823,3793,917,3504,3128,1683,2174
1145.jpg,2218,621,4024,2001,2608,3417,2608,3417
1146.jpg,1192,1596,3251,1083,3937,2088,1083,2890
1147.jpg,1553,1365,3937,997,4515,2080,1170,2521
1148.jpg,1567,794,4053,1445,3309,3417,1228,2203
1149.jpg,2059,303,3475,903,2853,3301,1025,2629
1150.jpg,563,1105,1784,0,3475,2391,2160,3070
1151.jpg,1748,505,3850,1914,2853,3323,765,1625
1152.jpg,1134,1827,3207,1112,4024,1943,1213,3056
1153.jpg,2138,765,4342,852,3605,2897,1690,2015
1154.jpg,1459,1127,2557,621,3301,2868,1972,3215
1155.jpg,1293,1683,3590,1054,3858,2897,910,3157
1157.jpg,621,1423,3569,968,3850,2803,903,3164
1158.jpg,1770,1025,3533,534,3424,2080,1546,2167
1159.jpg,1957,1473,3879,1286,3626,2492,1314,2340
116.jpg,1287,843,2618,387,2981,1162,1600,1731
1160.jpg,2998,534,2998,534,4313,2080,2759,3330
1161.jpg,2608,765,2608,765,3966,2348,2890,3092
1162.jpg,1372,1734,3272,447,4139,2261,1697,3186
1163.jpg,1401,1336,3598,332,4226,1943,1632,2702
1164.jpg,1488,101,3388,202,3446,3215,1567,3388
1165.jpg,939,2037,3027,794,3822,2037,1734,3417
1166.jpg,2023,332,4515,1813,3446,3330,1228,1806
1167.jpg,2153,419,4544,1394,3113,3446,1314,1697
1168.jpg,2232,303,3822,751,3092,3301,1546,2875
1170.jpg,1372,1625,3626,736,4161,2543,1546,3070
1171.jpg,2268,390,3966,1719,2586,3258,2586,3258
1172.jpg,939,1705,3294,505,4082,2102,1553,3186
1173.jpg,1271,1307,3706,1141,3699,3099,1199,2788
1174.jpg,2507,390,2507,390,3533,1618,1502,3287
1175.jpg,910,1618,2731,72,3793,1806,1481,3041
1176.jpg,2333,534,3475,895,2109,3113,1257,2355
1177.jpg,527,715,3337,650,4024,2066,130,2622
1178.jpg,1170,1408,3186,534,3735,2088,1459,2738
1179.jpg,1257,2037,2788,881,3619,2008,1806,3171
118.jpg,1625,237,2381,637,1587,1793,912,1368
1180.jpg,1661,708,2904,419,3179,2694,1871,2810
1181.jpg,1206,1177,3475,1025,3316,3070,939,2629
1182.jpg,1025,1546,3135,534,3771,2160,1336,2955
1183.jpg,736,1762,2991,216,4053,1459,1813,3272
1184.jpg,881,1647,2969,390,3822,1755,1510,3070
1185.jpg,1199,1372,2947,476,3504,1755,1495,2579
1186.jpg,1105,534,3937,1228,3359,2752,823,2398
1187.jpg,794,1098,1986,158,3590,2116,2268,3157
1188.jpg,1719,736,4053,1379,3496,2897,1343,2044
1189.jpg,1510,361,3359,1820,2369,2976,765,1495
1190.jpg,1141,1452,3200,650,3735,2095,1473,2810
1191.jpg,1090,1025,2824,1827,2283,3056,708,2109
1192.jpg,708,982,1994,505,3099,2550,1625,3330
1193.jpg,823,664,2275,274,2868,2738,1336,3099
1195.jpg,888,592,3561,1112,3085,2955,563,2174
1196.jpg,1343,426,2846,216,2911,2926,1430,2824
1197.jpg,1047,1820,3200,1228,3424,2499,476,3034
1198.jpg,2232,158,3446,1163,1741,3092,1741,3092
1199.jpg,1517,1625,3287,1401,3439,2528,1632,2752
12.jpg,887,956,2681,543,2681,543,887,956
120.jpg,1550,587,3131,725,3075,1756,1387,1531
1201.jpg,1054,1806,2933,852,3561,2080,1603,2962
1202.jpg,1618,274,3850,1575,2976,2955,881,1618
1203.jpg,1076,274,4024,1112,3135,3301,476,1972
1205.jpg,1668,245,4053,1936,2875,3323,881,1640
1206.jpg,187,274,3337,903,3446,2629,180,3280
1207.jpg,1278,187,3735,1589,2507,3388,621,1668
1208.jpg,505,1459,3142,274,3879,2145,1127,3063
1209.jpg,1618,476,3995,2095,2940,3359,910,1864
1210.jpg,1242,325,3027,158,3048,3301,1278,3106
1211.jpg,592,1452,3366,476,3937,2391,1170,3056
1212.jpg,1343,1372,3764,303,4313,2304,1343,2868
1213.jpg,1163,14,4082,1423,2991,3128,679,1690
1214.jpg,852,1567,3265,361,4168,1907,989,3215
1215.jpg,534,773,3836,765,4197,2767,628,3186
1216.jpg,1625,245,3287,245,3337,3128,1575,3106
1217.jpg,447,1560,3128,447,3850,2218,1054,3244
1218.jpg,1553,130,3590,1936,2442,3186,505,1430
1219.jpg,1979,101,4400,2088,3164,3446,910,1683
1220.jpg,1900,361,1900,361,3417,2218,2210,3157
1222.jpg,1459,505,3135,390,3330,3092,1719,3244
1223.jpg,1372,1105,4002,419,4544,2145,1603,2723
1224.jpg,1083,1445,3309,852,3879,2160,1322,2926
1225.jpg,881,1018,2008,101,3417,2030,2124,2817
1226.jpg,14,787,4508,390,4197,2629,664,3179
1227.jpg,1083,476,2709,72,3128,3085,1473,3135
1228.jpg,997,1163,3287,939,3294,2810,1119,2514
1229.jpg,1408,881,3865,881,3728,2752,1257,2377
123.jpg,1493,512,3081,731,3081,1725,1262,1468
1230.jpg,1365,390,3735,1654,2666,3330,621,1770
1231.jpg,794,838,3648,794,3504,2181,1098,2637
1232.jpg,881,1538,3121,592,3742,1936,1452,2955
1233.jpg,679,1510,3128,592,3720,2030,1336,3128
1234.jpg,1748,1134,3814,447,4024,2926,1748,2521
1236.jpg,997,1170,3540,1249,3446,2673,1119,2868
1237.jpg,1936,14,3475,867,2297,3388,621,2796
1238.jpg,621,1791,2976,534,3822,2073,1307,3309
1243.jpg,1098,1741,3511,765,4255,2442,852,3381
1245.jpg,1921,1293,3077,1170,3171,3330,2001,3171
1247.jpg,823,1090,3511,592,3684,2702,823,2658
1248.jpg,1336,447,3822,1632,2817,3359,708,1878
1249.jpg,1228,910,2492,101,3475,3077,1820,3417
125.jpg,2187,237,2981,418,2731,1600,1837,1350
1250.jpg,216,838,3381,679,3937,2413,317,3099
1251.jpg,1647,852,3822,1481,3171,3099,1228,2124
1252.jpg,2160,592,3764,736,3460,3186,1950,2991
1253.jpg,1394,679,3793,1632,3027,3301,794,2030
1254.jpg,765,1538,3388,361,4139,2059,1408,3135
1255.jpg,1900,447,3460,447,3431,3099,1835,3020
1256.jpg,946,534,3590,1748,2745,3417,361,2109
1257.jpg,1538,419,3388,498,3200,3417,1459,3287
1258.jpg,1799,130,3301,498,3294,3020,1748,3207
1259.jpg,2181,491,3850,216,3713,3222,2037,2969
1260.jpg,679,1806,3077,361,4082,2102,838,3460
1261.jpg,736,1365,3887,419,4544,2644,1127,3330
1263.jpg,592,1430,3142,216,3937,2080,1148,3048
1264.jpg,1481,216,3244,744,2348,3417,708,2918
1266.jpg,852,1755,3244,592,4053,2174,1452,3287
1267.jpg,736,1878,3012,563,3908,2138,1423,3417
1268.jpg,476,1307,3200,1112,3244,3070,563,2926
1269.jpg,1112,1192,2319,447,3793,2326,2037,3410
1270.jpg,1575,1394,3598,910,3547,3359,1401,2832
1271.jpg,1170,1488,3453,794,3995,2189,1242,2868
1272.jpg,823,867,4002,187,4313,2673,989,2723
1273.jpg,534,1437,3265,476,3937,2189,1119,3186
1274.jpg,1163,101,3742,1119,3077,2434,679,1994
1275.jpg,332,541,3309,671,3272,2283,570,2752
1276.jpg,1184,1235,3771,361,4067,2405,708,2810
1277.jpg,1567,187,3099,679,2470,3041,939,2543
1278.jpg,1495,361,3533,1719,2456,3128,708,1582
1279.jpg,1394,245,3186,296,2926,3215,1257,2983
128.jpg,2112,412,2931,456,2781,1731,2037,1687
1280.jpg,968,1589,2738,534,3417,1871,1466,2810
1281.jpg,2239,101,2239,101,3533,1806,1163,3460
1282.jpg,1596,187,3417,664,2651,3446,910,3070
1283.jpg,130,1668,3099,72,4082,1856,1083,3410
1284.jpg,765,1589,3135,274,4024,1719,1567,3157
1285.jpg,1510,130,3850,1907,2557,3410,505,1488
1286.jpg,736,765,3706,693,3554,2955,534,2557
1287.jpg,1358,187,3648,1871,2601,3460,130,1481
1288.jpg,635,476,3417,924,2868,3215,447,2116
1289.jpg,592,946,2023,187,3590,2261,1799,3388
129.jpg,1112,412,2568,493,2631,1381,887,1243
1290.jpg,1712,101,3272,874,2196,3359,606,2940
1291.jpg,1170,1054,3793,130,4111,2564,1170,2601
1292.jpg,1762,390,3995,1885,2868,3330,765,1589
1293.jpg,968,1690,3446,823,4082,2535,679,3287
1294.jpg,679,1300,3229,390,3822,2124,1112,2897
1295.jpg,1719,1170,3937,823,3757,3359,1603,2629
1296.jpg,476,1647,2644,592,3309,2254,1018,3099
1297.jpg,541,390,3735,765,3063,2326,534,2723
1299.jpg,1192,158,3619,1184,2673,2976,736,1632
13.jpg,912,593,2456,387,2931,1012,1206,1556
1300.jpg,72,982,3446,852,2868,2239,354,2759
1304.jpg,1387,587,2843,287,2918,1443,1431,1468
1305.jpg,1387,12,2618,12,2656,1793,1387,1793
1307.jpg,1487,137,2468,37,2506,1693,1537,1656
1312.jpg,1137,75,2043,12,2081,1706,1137,1631
1314.jpg,787,62,2718,62,2612,1106,993,1181
1317.jpg,1531,137,2325,337,1943,1793,1287,1481
1318.jpg,812,993,2531,756,2531,756,1381,1731
132.jpg,2081,237,3437,968,3087,1793,1637,1000
1320.jpg,812,725,2756,925,2156,1656,812,725
1323.jpg,962,1200,2681,793,2681,793,962,1200
1324.jpg,712,1206,2468,606,1675,1706,712,1206
1327.jpg,837,693,2631,287,3150,1106,981,1793
1328.jpg,1300,237,2262,237,2531,1612,1087,1718
1329.jpg,1337,162,2756,800,2237,1700,737,875
1334.jpg,1262,12,2256,118,2212,1506,1237,1656
1336.jpg,1437,187,2181,281,2175,1518,1437,1606
1337.jpg,1387,393,2800,312,2781,1381,1387,1243
1338.jpg,1287,12,2243,12,2250,1793,1287,1668
1341.jpg,1050,462,2656,462,2793,1362,906,1431
1342.jpg,1675,237,2531,537,1650,1781,687,1243
1345.jpg,887,1000,2818,687,2818,687,1581,1793
1346.jpg,787,1168,2706,637,1618,1793,787,1168
1347.jpg,968,412,2612,412,2712,1406,837,1456
1348.jpg,987,568,2437,162,2781,1000,1393,1587
1349.jpg,962,975,2981,862,2981,862,1525,1731
1351.jpg,1112,12,2306,12,2381,1793,1112,1793
1355.jpg,1312,381,2175,287,2556,1475,1468,1681
1357.jpg,1950,62,2831,62,2568,1793,1762,1543
1359.jpg,687,237,2900,237,2850,1475,881,1631
136.jpg,1731,137,3231,550,3068,1506,1462,1062
1361.jpg,1381,12,2406,137,1893,1793,887,1675
1363.jpg,1462,500,2318,62,3175,1162,2081,1793
1364.jpg,1437,62,2781,737,2237,1756,1137,931
1367.jpg,1487,475,2950,262,2968,1531,1487,1375
1371.jpg,612,268,2850,112,2981,1462,793,1606
1376.jpg,837,893,2068,12,2631,781,1343,1700
1377.jpg,1343,12,2387,12,2362,1793,1237,1737
1379.jpg,1012,756,2212,12,2656,931,1306,1625
1380.jpg,1412,175,2337,12,2568,1668,1606,1725
1384.jpg,1518,12,2631,162,2218,1793,1162,1656
1386.jpg,1387,12,2981,843,2443,1793,937,956
1387.jpg,1556,387,2337,387,2375,1793,1462,1793
139.jpg,1506,637,3106,800,3106,1793,1387,1643
1392.jpg,1162,562,2712,87,2968,1237,1350,1581
1393.jpg,1350,237,2706,750,2306,1781,1112,1100
1394.jpg,1562,87,2837,806,2212,1700,1087,750
1396.jpg,962,800,2518,87,3031,1056,1275,1793
1397.jpg,1162,12,2181,12,2131,1756,1162,1631
1398.jpg,1287,12,2212,112,2281,1625,1337,1793
1399.jpg,1025,362,2687,362,2787,1400,912,1450
14.jpg,1650,212,2956,987,2312,1781,1062,806
1400.jpg,318,262,2387,262,2456,1575,212,1618
1401.jpg,831,587,2600,512,2806,1562,706,1681
1402.jpg,1150,112,2781,768,2318,1793,487,837
1403.jpg,731,312,2531,362,2662,1481,637,1437
1405.jpg,812,706,2487,287,2956,1087,1081,1781
141.jpg,1356,262,2731,668,2387,1531,937,968
1410.jpg,1362,431,3000,112,3125,1293,1431,1456
1411.jpg,1656,87,2581,1006,2000,1606,2000,1606
1412.jpg,906,512,2606,512,2768,1500,787,1631
1413.jpg,1112,681,2387,12,2781,1006,1368,1581
1415.jpg,1037,250,2025,12,2631,1418,1487,1793
1416.jpg,937,581,2581,918,2581,918,1900,1556
1417.jpg,1006,312,2612,312,2737,1287,881,1331
142.jpg,1100,387,2637,475,2756,1356,887,1262
1421.jpg,962,950,2618,850,2618,850,1443,1656
1423.jpg,862,287,2562,287,2506,1218,1006,1300
1427.jpg,1243,12,2581,731,2068,1631,887,831
1428.jpg,1818,12,1818,12,2137,1681,2137,1681
1429.jpg,1087,868,1831,137,2225,756,1400,1500
143.jpg,1262,500,2843,437,3156,1312,1381,1581
1430.jpg,1212,412,2381,468,2381,1106,1212,1206
1432.jpg,1287,137,2281,12,2656,1512,1506,1793
1433.jpg,12,62,1150,62,1056,1525,12,1137
1434.jpg,2075,62,2075,62,1762,1643,1762,1643
1437.jpg,2043,237,2043,237,2481,781,1662,1575
1444.jpg,1587,250,2412,12,2656,1562,1750,1706
1445.jpg,937,487,2562,487,2731,1381,787,1506
1446.jpg,831,356,2725,287,2906,1406,737,1531
1447.jpg,1406,287,2300,287,2481,1587,1287,1643
1449.jpg,787,318,2768,381,2787,1425,825,1631
1450.jpg,1012,775,2325,137,2662,1056,1212,1637
1451.jpg,1112,300,2556,162,2562,1237,1112,1187
1455.jpg,1537,137,2406,12,2350,1650,1537,1562
1457.jpg,1462,212,2381,212,2456,1668,1518,1687
1459.jpg,712,337,2512,162,2481,1656,712,1481
146.jpg,1825,387,3068,975,2843,1756,1462,1050
1460.jpg,812,231,2662,162,2781,1343,812,1406
1462.jpg,912,337,2531,831,2806,1793,687,1437
1463.jpg,912,162,2537,537,2712,1581,812,1606
1464.jpg,1512,12,2237,225,2206,1581,1512,1662
1465.jpg,1518,237,2456,337,2250,1731,1037,1525
1469.jpg,1337,693,2462,112,2781,1081,1531,1531
147.jpg,2050,312,2812,531,2793,1781,1887,1587
1470.jpg,1587,62,2806,900,2187,1731,1187,825
1471.jpg,1287,531,2725,62,2956,1218,1427,1459
1472.jpg,1981,87,2781,487,2193,1631,1387,1356
1473.jpg,1187,12,2262,12,2306,1793,1187,1743
1474.jpg,1031,412,2631,656,2543,1531,637,1143
1475.jpg,1387,87,2437,87,2706,1668,1187,1731
1476.jpg,1193,87,2250,87,2418,1718,962,1762
1477.jpg,787,750,2462,237,3056,925,1150,1781
1478.jpg,906,531,2668,437,2831,1487,837,1631
1480.jpg,1237,712,2518,62,2906,1056,1481,1593
1481.jpg,1112,118,2037,12,2068,1781,1112,1631
1484.jpg,912,425,2675,362,2812,1481,737,1581
1485.jpg,1762,87,2656,425,1906,1793,887,1275
1489.jpg,887,137,2556,412,2556,1375,912,1556
149.jpg,1800,162,3081,943,2693,1756,1287,837
1490.jpg,537,218,2937,137,3006,1543,656,1706
1492.jpg,1750,12,2706,231,2100,1750,1337,1368
1493.jpg,1487,87,2412,12,2412,1706,1487,1593
1494.jpg,1162,262,2881,643,2612,1731,637,1043
1496.jpg,1337,237,2300,237,2581,1637,1037,1681
1497.jpg,668,287,2806,437,2743,1687,587,1543
1498.jpg,562,993,2756,706,2756,706,1268,1793
1499.jpg,887,662,2443,262,2931,868,1175,1606
15.jpg,962,518,2662,312,3043,1112,1075,1556
1500.jpg,837,668,2443,187,3031,831,1231,1681
1501.jpg,1137,212,1987,212,1968,1593,1137,1587
1502.jpg,1393,187,2237,231,2181,1606,1337,1562
1503.jpg,1212,12,2112,237,2075,1612,1212,1725
1504.jpg,1462,37,2256,268,2531,1606,1556,1612
1505.jpg,1650,62,2906,1006,2262,1775,1212,843
1506.jpg,1612,112,2481,400,1937,1781,1137,1437
1507.jpg,1512,362,2881,593,2662,1606,1362,1193
1509.jpg,1162,762,2500,237,2812,1106,1475,1581
1510.jpg,2118,162,3131,1106,2568,1793,2568,1793
1511.jpg,1625,137,2856,887,2318,1775,1312,962
1512.jpg,1562,212,2437,112,2481,1556,1562,1575
1514.jpg,1331,87,2762,706,2268,1706,812,912
1516.jpg,787,462,2756,650,2700,1793,587,1725
1517.jpg,1312,168,2200,112,2506,1531,1581,1725
1520.jpg,912,625,2468,87,2843,981,1250,1656
1524.jpg,831,381,2550,262,2531,1275,437,1331
1526.jpg,425,437,2481,800,2306,1793,287,1706
1527.jpg,462,306,2637,262,2662,1593,537,1662
1528.jpg,837,868,2106,87,2593,881,1306,1700
1530.jpg,687,150,2906,162,2818,1581,687,1500
1531.jpg,1118,62,2787,656,2625,1706,762,1218
1532.jpg,906,137,2231,168,2268,1012,862,1000
1533.jpg,662,637,2531,825,1793,1625,662,637
1534.jpg,1337,850,2568,187,3118,787,1837,1643
1535.jpg,1087,506,2681,556,2612,1506,1087,1437
1537.jpg,1025,262,2668,262,2675,1325,962,1343
154.jpg,1262,512,2887,631,3037,1681,1112,1556
1541.jpg,1187,87,2112,87,2156,1525,1225,1531
1542.jpg,187,50,3162,12,3250,1793,225,1793
1543.jpg,1137,662,1981,662,2031,1162,1137,1218
1544.jpg,487,62,2481,300,2525,1493,562,1793
1545.jpg,1337,87,2581,375,2231,1556,1087,975
1546.jpg,1062,387,2625,350,2906,1081,1087,1281
1547.jpg,1312,62,2981,643,2537,1756,812,993
1549.jpg,837,443,2612,412,2706,1481,837,1606
1550.jpg,1337,187,2250,137,2506,1575,1550,1756
1551.jpg,212,12,3500,12,3437,1793,356,1793
1552.jpg,1775,237,3012,468,2925,1281,1662,1118
1553.jpg,831,362,2750,425,2987,1618,562,1618
1555.jpg,1637,62,2581,368,2081,1793,887,1343
1556.jpg,762,393,2631,337,2756,1537,818,1631
1558.jpg,1581,12,2631,237,2100,1556,1237,1462
1560.jpg,562,450,1356,87,1956,1412,1175,1775
1562.jpg,1600,0,2756,56,2412,1781,1362,1587
1563.jpg,1587,287,2593,37,3081,1518,1643,1793
1564.jpg,1262,550,3287,262,3181,1318,1462,1593
1566.jpg,1162,12,2137,81,2150,1625,1162,1718
1567.jpg,437,893,1806,12,2325,737,1168,1775
1568.jpg,1062,93,2056,75,2231,1587,1231,1731
1570.jpg,712,256,3062,250,3156,1706,793,1781
1571.jpg,612,168,2512,87,2681,1175,931,1743
1572.jpg,437,231,2937,137,3056,1643,475,1781
1574.jpg,987,337,3137,87,3706,1112,1225,1781
1575.jpg,1612,362,3175,237,3231,1137,1731,1331
1576.jpg,987,531,2718,112,2931,1462,1093,1631
1577.jpg,1668,87,2581,181,2275,1731,1437,1500
1578.jpg,1687,412,2337,162,2731,1218,2093,1481
1579.jpg,600,12,3006,75,3106,1581,606,1656
158.jpg,1900,287,2787,287,2943,1793,1837,1737
1583.jpg,1706,12,3356,718,2868,1731,1312,1037
1585.jpg,787,100,2212,12,2681,1793,1187,1793
1588.jpg,562,156,2956,87,3031,1587,562,1612
1590.jpg,1368,187,2731,881,2300,1743,887,993
1591.jpg,1606,187,2425,387,2093,1706,1262,1487
1592.jpg,1262,181,2287,12,2981,1462,1593,1793
1593.jpg,562,181,2762,112,2612,1300,731,1781
1594.jpg,1350,237,2400,237,2756,1693,1112,1731
1596.jpg,1743,62,3156,918,2687,1793,1187,875
1597.jpg,1193,12,3362,381,3287,1793,987,1512
16.jpg,1093,212,2906,781,2525,1756,812,1375
160.jpg,1512,275,2587,87,3156,1793,1768,1793
1600.jpg,637,331,2781,318,3106,1581,412,1693
1601.jpg,1118,337,2706,237,2756,1250,987,1256
1604.jpg,1037,1068,2700,831,2700,831,1612,1781
1606.jpg,1168,412,2637,837,2306,1793,662,1168
1607.jpg,606,112,2506,318,2587,1418,693,1531
1609.jpg,1762,237,2581,518,1943,1731,987,1293
161.jpg,2012,150,3050,112,3425,1793,2143,1793
1610.jpg,1093,312,2756,406,2856,1456,937,1443
1611.jpg,1018,287,2781,287,2856,1437,912,1468
1612.jpg,950,112,2706,725,2337,1793,662,1225
1613.jpg,956,487,2606,487,2731,1550,812,1587
1615.jpg,1381,312,2193,312,2306,1625,1262,1668
1617.jpg,1450,87,2481,850,2237,1606,1037,893
1618.jpg,812,287,2406,287,2531,1187,1018,1443
1619.jpg,1150,162,2556,606,2312,1481,962,1118
1620.jpg,712,650,2850,875,2150,1756,712,650
1622.jpg,987,487,2537,487,2606,1412,862,1425
1623.jpg,812,825,2000,112,2431,812,1462,1756
1624.jpg,931,662,2412,662,2556,1412,762,1468
